Time/min,K-with epifluidics,K-without epifluidics,Time/min,Glu-with epifluidics,Glu-without epifluidics
42.9,8.33011,13.62695,42.9,85.93602,85.74
42.91667,8.33328,13.61727,42.91667,85.93404,85.73
42.93333,8.33644,13.60763,42.93333,85.93207,85.74
42.95,8.33959,13.59805,42.95,85.93012,85.69
42.96667,8.34274,13.58854,42.96667,85.92816,85.7
42.98333,8.34589,13.5791,42.98333,85.92622,85.71
43,8.34903,13.56976,43,85.92428,85.74
43.01667,8.35217,13.56053,43.01667,85.92235,85.73
43.03333,8.3553,13.55141,43.03333,85.92043,85.75
43.05,8.35843,13.54243,43.05,85.91852,85.65
43.06667,8.36156,13.5336,43.06667,85.91661,85.73
43.08333,8.36468,13.52492,43.08333,85.91471,85.69
43.1,8.36779,13.5164,43.1,85.91282,85.71
43.11667,8.37091,13.50804,43.11667,85.91093,85.71
43.13333,8.37402,13.49985,43.13333,85.90906,85.71
43.15,8.37713,13.49184,43.15,85.90719,85.71
43.16667,8.38024,13.48403,43.16667,85.90533,85.66
43.18333,8.38334,13.47641,43.18333,85.90347,85.71
43.2,8.38645,13.46901,43.2,85.90163,85.7
43.21667,8.38955,13.46184,43.21667,85.89979,85.66
43.23333,8.39264,13.4549,43.23333,85.89796,85.61
43.25,8.39574,13.44813,43.25,85.89613,85.59
43.26667,8.39884,13.44153,43.26667,85.89432,85.57
43.28333,8.40193,13.4351,43.28333,85.89251,85.62
43.3,8.40503,13.42881,43.3,85.89071,85.6
43.31667,8.40812,13.42266,43.31667,85.88891,85.57
43.33333,8.41121,13.41663,43.33333,85.88713,85.57
43.35,8.41431,13.41072,43.35,85.88535,85.62
43.36667,8.4174,13.40493,43.36667,85.88357,85.51
43.38333,8.42049,13.39925,43.38333,85.88181,85.57
43.4,8.42358,13.39369,43.4,85.88005,85.48
43.41667,8.42667,13.38824,43.41667,85.8783,85.56
43.43333,8.42976,13.38289,43.43333,85.87655,85.5
43.45,8.43286,13.37764,43.45,85.87482,85.52
43.46667,8.43595,13.3725,43.46667,85.87309,85.54
43.48333,8.43905,13.36744,43.48333,85.87137,85.56
43.5,8.44214,13.36246,43.5,85.86965,85.52
43.51667,8.44524,13.35755,43.51667,85.86794,85.59
43.53333,8.44834,13.35272,43.53333,85.86624,85.65
43.55,8.45144,13.34795,43.55,85.86455,85.62
43.56667,8.45454,13.3434,43.56667,85.86286,85.65
43.58333,8.45765,13.33902,43.58333,85.86118,85.61
43.6,8.46075,13.3348,43.6,85.85951,85.64
43.61667,8.46386,13.33074,43.61667,85.85784,85.64
43.63333,8.46697,13.32681,43.63333,85.85618,85.61
43.65,8.47008,13.323,43.65,85.85453,85.62
43.66667,8.4732,13.31929,43.66667,85.85289,85.56
43.68333,8.47632,13.31567,43.68333,85.85125,85.52
43.7,8.47945,13.31214,43.7,85.84962,85.5
43.71667,8.48257,13.30868,43.71667,85.84799,85.5
43.73333,8.48571,13.30526,43.73333,85.84637,85.51
43.75,8.48884,13.30188,43.75,85.84476,85.52
43.76667,8.49198,13.29852,43.76667,85.84316,85.5
43.78333,8.49512,13.29518,43.78333,85.84156,85.51
43.8,8.49827,13.29184,43.8,85.83997,85.46
43.81667,8.50143,13.28848,43.81667,85.83838,85.49
43.83333,8.50459,13.28505,43.83333,85.8368,85.45
43.85,8.50775,13.28152,43.85,85.83523,85.46
43.86667,8.51092,13.27789,43.86667,85.83367,85.52
43.88333,8.51409,13.27415,43.88333,85.83211,85.49
43.9,8.51727,13.27031,43.9,85.83056,85.51
43.91667,8.52046,13.26636,43.91667,85.82901,85.49
43.93333,8.52365,13.2623,43.93333,85.82747,85.44
43.95,8.52684,13.25816,43.95,85.82594,85.4
43.96667,8.53005,13.25394,43.96667,85.82442,85.46
43.98333,8.53325,13.24966,43.98333,85.8229,85.44
44,8.53647,13.2453,44,85.82138,85.48
44.01667,8.5397,13.24087,44.01667,85.81988,85.48
44.03333,8.54293,13.2364,44.03333,85.81838,85.55
44.05,8.54617,13.23189,44.05,85.81689,85.57
44.06667,8.54941,13.22734,44.06667,85.8154,85.54
44.08333,8.55266,13.22273,44.08333,85.81392,85.65
44.1,8.55593,13.21809,44.1,85.81244,85.7
44.11667,8.55919,13.21341,44.11667,85.81098,85.71
44.13333,8.56247,13.20871,44.13333,85.80952,85.71
44.15,8.56575,13.20403,44.15,85.80806,85.64
44.16667,8.56905,13.19938,44.16667,85.80661,85.66
44.18333,8.57235,13.19478,44.18333,85.80517,85.65
44.2,8.57567,13.19023,44.2,85.80374,85.64
44.21667,8.57898,13.18577,44.21667,85.80231,85.64
44.23333,8.58232,13.18141,44.23333,85.80089,85.65
44.25,8.58565,13.17718,44.25,85.79948,85.57
44.26667,8.58901,13.17308,44.26667,85.79807,85.6
44.28333,8.59237,13.16914,44.28333,85.79667,85.59
44.3,8.59573,13.16539,44.3,85.79528,85.57
44.31667,8.59912,13.16185,44.31667,85.79389,85.55
44.33333,8.6025,13.15854,44.33333,85.79251,85.48
44.35,8.60591,13.1555,44.35,85.79114,85.49
44.36667,8.60931,13.15274,44.36667,85.78977,85.46
44.38333,8.61274,13.1503,44.38333,85.78841,85.41
44.4,8.61617,13.1482,44.4,85.78705,85.44
44.41667,8.61962,13.14633,44.41667,85.7857,85.44
44.43333,8.62308,13.14469,44.43333,85.78436,85.41
44.45,8.62654,13.14328,44.45,85.78303,85.44
44.46667,8.63002,13.14212,44.46667,85.7817,85.46
44.48333,8.63351,13.1412,44.48333,85.78037,85.49
44.5,8.63702,13.14051,44.5,85.77906,85.46
44.51667,8.64053,13.14002,44.51667,85.77775,85.5
44.53333,8.64406,13.13973,44.53333,85.77645,85.49
44.55,8.6476,13.13961,44.55,85.77515,85.46
44.56667,8.65116,13.13968,44.56667,85.77386,85.49
44.58333,8.65473,13.13991,44.58333,85.77258,85.49
44.6,8.65831,13.14031,44.6,85.7713,85.5
44.61667,8.66191,13.14084,44.61667,85.77004,85.49
44.63333,8.66552,13.14149,44.63333,85.76877,85.52
44.65,8.66914,13.14226,44.65,85.76752,85.5
44.66667,8.67278,13.14314,44.66667,85.76627,85.49
44.68333,8.67643,13.14416,44.68333,85.76503,85.46
44.7,8.6801,13.14533,44.7,85.76379,85.46
44.71667,8.68377,13.14665,44.71667,85.76256,85.46
44.73333,8.68747,13.14811,44.73333,85.76134,85.46
44.75,8.69118,13.14973,44.75,85.76013,85.39
44.76667,8.69491,13.15148,44.76667,85.75892,85.44
44.78333,8.69865,13.15338,44.78333,85.75772,85.41
44.8,8.70241,13.15541,44.8,85.75653,85.41
44.81667,8.70618,13.15757,44.81667,85.75535,85.4
44.83333,8.70997,13.15987,44.83333,85.75417,85.39
44.85,8.71378,13.16229,44.85,85.753,85.36
44.86667,8.7176,13.16483,44.86667,85.75184,85.39
44.88333,8.72143,13.16746,44.88333,85.75069,85.39
44.9,8.72529,13.17019,44.9,85.74954,85.34
44.91667,8.72916,13.173,44.91667,85.74841,85.4
44.93333,8.73305,13.1759,44.93333,85.74728,85.38
44.95,8.73695,13.17891,44.95,85.74616,85.38
44.96667,8.74088,13.18203,44.96667,85.74505,85.4
44.98333,8.74481,13.18526,44.98333,85.74395,85.46
45,8.74878,13.18861,45,85.74285,85.34
45.01667,8.75275,13.19207,45.01667,85.74176,85.32
45.03333,8.75676,13.19564,45.03333,85.74069,85.38
45.05,8.76079,13.19932,45.05,85.73961,85.34
45.06667,8.76485,13.20312,45.06667,85.73855,85.34
45.08333,8.76893,13.20705,45.08333,85.73749,85.29
45.1,8.77304,13.21109,45.1,85.73645,85.26
45.11667,8.77718,13.21527,45.11667,85.73541,85.26
45.13333,8.78135,13.21957,45.13333,85.73438,85.3
45.15,8.78555,13.22401,45.15,85.73335,85.25
45.16667,8.78977,13.22857,45.16667,85.73233,85.27
45.18333,8.79402,13.23327,45.18333,85.73132,85.21
45.2,8.7983,13.2381,45.2,85.73032,85.21
45.21667,8.80261,13.24307,45.21667,85.72932,85.19
45.23333,8.80694,13.24818,45.23333,85.72833,85.24
45.25,8.8113,13.25344,45.25,85.72735,85.18
45.26667,8.81484,13.25882,45.26667,85.72638,85.18
45.28333,8.8184,13.26435,45.28333,85.72542,85.12
45.3,8.82196,13.27001,45.3,85.72446,85.07
45.31667,8.82553,13.27579,45.31667,85.72351,85.12
45.33333,8.82912,13.28169,45.33333,85.72257,85.09
45.35,8.83272,13.28769,45.35,85.72164,85.06
45.36667,8.83632,13.2938,45.36667,85.72072,85.09
45.38333,8.83994,13.30003,45.38333,85.7198,85.1
45.4,8.84358,13.30636,45.4,85.71889,85.06
45.41667,8.84722,13.3128,45.41667,85.71799,85.09
45.43333,8.85087,13.31933,45.43333,85.7171,85.06
45.45,8.85453,13.32595,45.45,85.71622,85.11
45.46667,8.85821,13.33267,45.46667,85.71534,85.15
45.48333,8.86189,13.33949,45.48333,85.71447,85.14
45.5,8.86558,13.3464,45.5,85.71361,85.07
45.51667,8.86929,13.35339,45.51667,85.71276,85.12
45.53333,8.873,13.36044,45.53333,85.71192,85.14
45.55,8.87674,13.36754,45.55,85.71108,85.16
45.56667,8.88047,13.37467,45.56667,85.71026,85.23
45.58333,8.88422,13.38184,45.58333,85.70944,85.16
45.6,8.88798,13.38907,45.6,85.70862,85.15
45.61667,8.89175,13.41234,45.61667,85.70782,85.16
45.63333,8.89553,13.43235,45.63333,85.70702,85.15
45.65,8.89932,13.44924,45.65,85.70624,85.11
45.66667,8.90313,13.46315,45.66667,85.70546,85.04
45.68333,8.90694,13.47422,45.68333,85.70468,85.06
45.7,8.91076,13.48262,45.7,85.70392,85.06
45.71667,8.91459,13.48852,45.71667,85.70316,85.01
45.73333,8.91844,13.49208,45.73333,85.70241,85.02
45.75,8.92229,13.49342,45.75,85.70167,85.07
45.76667,8.92616,13.49267,45.76667,85.70093,85.11
45.78333,8.93003,13.48997,45.78333,85.7002,85.04
45.8,8.93392,13.48545,45.8,85.69948,85.09
45.81667,8.93782,13.47925,45.81667,85.69877,85.01
45.83333,8.94172,13.47149,45.83333,85.69806,85.06
45.85,8.94564,13.46229,45.85,85.69737,85.09
45.86667,8.94957,13.45179,45.86667,85.69668,85.11
45.88333,8.95351,13.44012,45.88333,85.69599,85.09
45.9,8.95746,13.4274,45.9,85.69532,84.99
45.91667,8.96141,13.41376,45.91667,85.69465,84.98
45.93333,8.96538,13.39933,45.93333,85.69399,85.04
45.95,8.96937,13.38423,45.95,85.69334,85.04
45.96667,8.97336,13.36861,45.96667,85.6927,85.01
45.98333,8.97735,13.35258,45.98333,85.69206,85.07
46,8.98136,13.3363,46,85.69144,85.02
46.01667,8.98539,13.31988,46.01667,85.69082,85.06
46.03333,8.98941,13.30346,46.03333,85.69021,85.09
46.05,8.99346,13.28715,46.05,85.6896,85.06
46.06667,8.99751,13.27108,46.06667,85.68901,85.12
46.08333,9.00157,13.25538,46.08333,85.68842,85.11
46.1,9.00564,13.24016,46.1,85.68784,85.15
46.11667,9.00972,13.22556,46.11667,85.68727,85.16
46.13333,9.01382,13.2117,46.13333,85.6867,85.15
46.15,9.01792,13.19871,46.15,85.68615,85.06
46.16667,9.02203,13.18672,46.16667,85.6856,85.12
46.18333,9.02615,13.17584,46.18333,85.68505,85.09
46.2,9.03028,13.16621,46.2,85.68452,85.09
46.21667,9.03442,13.15797,46.21667,85.68399,85.19
46.23333,9.03858,13.15122,46.23333,85.68347,85.19
46.25,9.04274,13.14611,46.25,85.68296,85.14
46.26667,9.04691,13.14277,46.26667,85.68246,85.15
46.28333,9.05109,13.14134,46.28333,85.68196,85.15
46.3,9.05528,13.14195,46.3,85.68147,85.19
46.31667,9.05948,13.14473,46.31667,85.68099,85.21
46.33333,9.06369,13.14981,46.33333,85.68052,85.19
46.35,9.06792,13.1573,46.35,85.68006,85.24
46.36667,9.07215,13.16732,46.36667,85.6796,85.2
46.38333,9.07639,13.18005,46.38333,85.67915,85.21
46.4,9.08064,13.19565,46.4,85.67871,85.21
46.41667,9.0849,13.21427,46.41667,85.67828,85.21
46.43333,9.08917,13.23606,46.43333,85.67785,85.21
46.45,9.09345,13.26119,46.45,85.67743,85.24
46.46667,9.09774,13.27033,46.46667,85.67702,85.21
46.48333,9.10204,13.2795,46.48333,85.67662,85.26
46.5,9.10635,13.28869,46.5,85.67622,85.3
46.51667,9.11067,13.29794,46.51667,85.67583,85.3
46.53333,9.11499,13.30727,46.53333,85.67545,85.29
46.55,9.11933,13.31668,46.55,85.67508,85.3
46.56667,9.12368,13.32612,46.56667,85.67471,85.29
46.58333,9.12846,13.33561,46.58333,85.67435,85.31
46.6,9.13323,13.34515,46.6,85.674,85.31
46.61667,9.138,13.35474,46.61667,85.67366,85.31
46.63333,9.14278,13.36439,46.63333,85.67332,85.25
46.65,9.14756,13.3741,46.65,85.67299,85.24
46.66667,9.15234,13.38388,46.66667,85.67267,85.21
46.68333,9.15712,13.39372,46.68333,85.67236,85.21
46.7,9.1619,13.40363,46.7,85.67205,85.21
46.71667,9.16669,13.4136,46.71667,85.67175,85.23
46.73333,9.17147,13.42363,46.73333,85.67146,85.24
46.75,9.17626,13.43374,46.75,85.67117,85.15
46.76667,9.18105,13.44392,46.76667,85.6709,85.07
46.78333,9.18584,13.45419,46.78333,85.67063,85.1
46.8,9.19063,13.46454,46.8,85.67037,85.11
46.81667,9.19542,13.47497,46.81667,85.67011,85.07
46.83333,9.20022,13.48548,46.83333,85.66987,85.05
46.85,9.20501,13.49606,46.85,85.66963,85.09
46.86667,9.20981,13.50669,46.86667,85.66939,85.09
46.88333,9.21461,13.51738,46.88333,85.66917,85.09
46.9,9.21941,13.52813,46.9,85.66895,85.12
46.91667,9.22422,13.53893,46.91667,85.66874,85.12
46.93333,9.22902,13.5498,46.93333,85.66854,85.1
46.95,9.23383,13.56074,46.95,85.66835,85.14
46.96667,9.23864,13.57176,46.96667,85.66816,85.18
46.98333,9.24344,13.58285,46.98333,85.66798,85.16
47,9.24826,13.59402,47,85.66781,85.23
47.01667,9.25307,13.60525,47.01667,85.66765,85.23
47.03333,9.25789,13.61654,47.03333,85.66749,85.23
47.05,9.26271,13.6279,47.05,85.66735,85.23
47.06667,9.26752,13.63932,47.06667,85.66721,85.24
47.08333,9.27235,13.6508,47.08333,85.66708,85.19
47.1,9.27717,13.66233,47.1,85.66696,85.14
47.11667,9.28199,13.6739,47.11667,85.66685,85.19
47.13333,9.28682,13.68551,47.13333,85.66675,85.19
47.15,9.29165,13.69715,47.15,85.66665,85.16
47.16667,9.29648,13.70882,47.16667,85.66657,85.21
47.18333,9.30132,13.72052,47.18333,85.66649,85.15
47.2,9.30615,13.73226,47.2,85.66642,85.15
47.21667,9.31099,13.74403,47.21667,85.66636,85.19
47.23333,9.31583,13.75584,47.23333,85.66631,85.24
47.25,9.32068,13.7677,47.25,85.66627,85.2
47.26667,9.32552,13.77957,47.26667,85.66623,85.21
47.28333,9.33036,13.79147,47.28333,85.66621,85.27
47.3,9.33521,13.80335,47.3,85.66619,85.21
47.31667,9.34007,13.81522,47.31667,85.66619,85.16
47.33333,9.34492,13.8271,47.33333,85.66619,85.19
47.35,9.34978,13.83898,47.35,85.6662,85.24
47.36667,9.35464,13.85084,47.36667,85.66622,85.25
47.38333,9.3595,13.86269,47.38333,85.66624,85.19
47.4,9.36436,13.87453,47.4,85.66628,85.19
47.41667,9.36923,13.88633,47.41667,85.66633,85.18
47.43333,9.3741,13.89806,47.43333,85.66638,85.21
47.45,9.37897,13.90972,47.45,85.66644,85.23
47.46667,9.38384,13.92127,47.46667,85.66652,85.18
47.48333,9.38872,13.93271,47.48333,85.6666,85.15
47.5,9.3936,13.94401,47.5,85.66669,85.1
47.51667,9.39848,13.95517,47.51667,85.66678,85.18
47.53333,9.40337,13.96616,47.53333,85.66689,85.09
47.55,9.40825,13.97697,47.55,85.66701,85.12
47.56667,9.41315,13.9876,47.56667,85.66713,85.11
47.58333,9.41804,13.99802,47.58333,85.66726,85.16
47.6,9.42294,14.00824,47.6,85.6674,85.14
47.61667,9.42784,14.01824,47.61667,85.66755,85.19
47.63333,9.43274,14.028,47.63333,85.66771,85.16
47.65,9.43765,14.03753,47.65,85.66788,85.16
47.66667,9.44255,14.04682,47.66667,85.66805,85.11
47.68333,9.44746,14.05586,47.68333,85.66824,85.1
47.7,9.45237,14.06465,47.7,85.66843,85.1
47.71667,9.45729,14.07321,47.71667,85.66863,85.06
47.73333,9.46222,14.08153,47.73333,85.66884,85.06
47.75,9.46714,14.08963,47.75,85.66905,85.04
47.76667,9.47206,14.09751,47.76667,85.66928,85.06
47.78333,9.47699,14.10519,47.78333,85.66951,85.04
47.8,9.48193,14.11266,47.8,85.66976,85.06
47.81667,9.48686,14.11993,47.81667,85.67001,84.96
47.83333,9.4918,14.127,47.83333,85.67027,84.94
47.85,9.49675,14.13388,47.85,85.67055,84.96
47.86667,9.5017,14.14059,47.86667,85.67083,84.9
47.88333,9.50665,14.14716,47.88333,85.67112,84.95
47.9,9.5116,14.15357,47.9,85.67142,84.99
47.91667,9.51656,14.15985,47.91667,85.67173,84.91
47.93333,9.52152,14.166,47.93333,85.67205,84.91
47.95,9.52649,14.17206,47.95,85.67238,84.93
47.96667,9.53146,14.17803,47.96667,85.67271,84.88
47.98333,9.53643,14.18393,47.98333,85.67306,84.88
48,9.54141,14.18976,48,85.67341,84.86
48.01667,9.54638,14.19554,48.01667,85.67377,84.88
48.03333,9.55137,14.20127,48.03333,85.67415,84.84
48.05,9.55636,14.20698,48.05,85.67453,84.89
48.06667,9.56135,14.21268,48.06667,85.67492,84.96
48.08333,9.56635,14.21838,48.08333,85.67531,85.02
48.1,9.57135,14.22408,48.1,85.67572,85.01
48.11667,9.57635,14.22978,48.11667,85.67614,85.01
48.13333,9.58136,14.23549,48.13333,85.67656,84.96
48.15,9.58637,14.24122,48.15,85.67699,84.94
48.16667,9.59139,14.24696,48.16667,85.67744,84.91
48.18333,9.59641,14.2527,48.18333,85.67789,84.89
48.2,9.60144,14.25846,48.2,85.67835,84.94
48.21667,9.60646,14.26424,48.21667,85.67881,84.91
48.23333,9.6115,14.27003,48.23333,85.67929,84.88
48.25,9.61654,14.27581,48.25,85.67977,84.86
48.26667,9.62158,14.28157,48.26667,85.68026,84.85
48.28333,9.62663,14.28731,48.28333,85.68076,84.81
48.3,9.63169,14.29302,48.3,85.68127,84.81
48.31667,9.63675,14.29871,48.31667,85.68178,84.81
48.33333,9.64181,14.30437,48.33333,85.68231,84.8
48.35,9.64688,14.31,48.35,85.68284,84.88
48.36667,9.65194,14.31559,48.36667,85.68338,84.9
48.38333,9.65703,14.32113,48.38333,85.68393,84.89
48.4,9.66211,14.3266,48.4,85.68449,84.9
48.41667,9.66719,14.33201,48.41667,85.68505,84.85
48.43333,9.67229,14.33733,48.43333,85.68563,84.89
48.45,9.67738,14.34257,48.45,85.68621,84.88
48.46667,9.68248,14.34771,48.46667,85.6868,84.9
48.48333,9.68759,14.35277,48.48333,85.68741,84.93
48.5,9.6927,14.35773,48.5,85.68801,84.95
48.51667,9.69782,14.3626,48.51667,85.68863,84.94
48.53333,9.70295,14.36735,48.53333,85.68926,84.94
48.55,9.70808,14.37199,48.55,85.68989,84.94
48.56667,9.71321,14.3765,48.56667,85.69054,84.96
48.58333,9.71835,14.38087,48.58333,85.69119,84.96
48.6,9.7235,14.38512,48.6,85.69185,84.98
48.61667,9.72865,14.38924,48.61667,85.69252,84.98
48.63333,9.7338,14.39322,48.63333,85.6932,85
48.65,9.73897,14.39705,48.65,85.69389,85
48.66667,9.74413,14.40075,48.66667,85.69458,85.01
48.68333,9.74931,14.4043,48.68333,85.69528,84.96
48.7,9.75449,14.40774,48.7,85.696,85.01
48.71667,9.75968,14.41103,48.71667,85.69672,84.98
48.73333,9.76487,14.41416,48.73333,85.69745,85.02
48.75,9.77008,14.41715,48.75,85.69819,85.01
48.76667,9.77528,14.42,48.76667,85.69894,85.02
48.78333,9.78049,14.42272,48.78333,85.6997,85.04
48.8,9.78571,14.4253,48.8,85.70046,85
48.81667,9.79094,14.42776,48.81667,85.70122,85.04
48.83333,9.79616,14.43009,48.83333,85.70199,84.94
48.85,9.8014,14.43231,48.85,85.70277,84.94
48.86667,9.80665,14.43443,48.86667,85.70355,84.96
48.88333,9.8119,14.43647,48.88333,85.70434,84.94
48.9,9.81716,14.43843,48.9,85.70514,85
48.91667,9.82242,14.4403,48.91667,85.70595,84.99
48.93333,9.82769,14.44208,48.93333,85.70676,84.91
48.95,9.83297,14.44378,48.95,85.70758,84.94
48.96667,9.83826,14.4454,48.96667,85.70841,84.94
48.98333,9.84355,14.44696,48.98333,85.70925,84.9
49,9.84885,14.44846,49,85.7101,84.9
49.01667,9.85416,14.44991,49.01667,85.71096,84.9
49.03333,9.85948,14.45132,49.03333,85.71183,84.95
49.05,9.8648,14.45269,49.05,85.71271,85.02
49.06667,9.87013,14.45401,49.06667,85.7136,85.01
49.08333,9.87547,14.45529,49.08333,85.7145,85.11
49.1,9.88082,14.45651,49.1,85.71541,85.06
49.11667,9.88617,14.4577,49.11667,85.71632,85.04
49.13333,9.89153,14.45888,49.13333,85.71724,84.98
49.15,9.8969,14.46003,49.15,85.71816,84.9
49.16667,9.90228,14.46118,49.16667,85.71909,84.9
49.18333,9.90766,14.46232,49.18333,85.72003,84.96
49.2,9.91305,14.46363,49.2,85.72096,84.94
49.21667,9.91845,14.46515,49.21667,85.7219,85
49.23333,9.92387,14.4668,49.23333,85.72283,84.96
49.25,9.92928,14.4685,49.25,85.72376,84.99
49.26667,9.93471,14.47025,49.26667,85.72469,85.05
49.28333,9.94015,14.47202,49.28333,85.72563,85.04
49.3,9.94559,14.47378,49.3,85.72658,84.99
49.31667,9.95104,14.47549,49.31667,85.72752,84.99
49.33333,9.95651,14.47709,49.33333,85.72845,84.94
49.35,9.96197,14.47856,49.35,85.72937,84.99
49.36667,9.96745,14.47987,49.36667,85.73028,84.98
49.38333,9.97294,14.48101,49.38333,85.73116,84.96
49.4,9.97844,14.48195,49.4,85.73204,84.94
49.41667,9.98395,14.48265,49.41667,85.73297,84.93
49.43333,9.98946,14.48311,49.43333,85.73391,84.94
49.45,9.99499,14.48331,49.45,85.73484,84.91
49.46667,10.00052,14.48322,49.46667,85.73578,84.96
49.48333,10.00607,14.48286,49.48333,85.73671,84.94
49.5,10.01162,14.48221,49.5,85.73764,84.94
49.51667,10.01719,14.4813,49.51667,85.73857,84.95
49.53333,10.02276,14.48009,49.53333,85.7395,85.09
49.55,10.02835,14.47858,49.55,85.74042,85.1
49.56667,10.03394,14.47677,49.56667,85.74135,85.12
49.58333,10.03955,14.47471,49.58333,85.74227,85.16
49.6,10.04516,14.4724,49.6,85.74319,85.11
49.61667,10.05079,14.46984,49.61667,85.74411,85.18
49.63333,10.05642,14.46703,49.63333,85.74502,85.19
49.65,10.06207,14.464,49.65,85.74592,85.19
49.66667,10.06773,14.46075,49.66667,85.74682,85.07
49.68333,10.07339,14.45731,49.68333,85.74771,85.04
49.7,10.07907,14.45369,49.7,85.7486,85.05
49.71667,10.08476,14.4499,49.71667,85.74949,84.99
49.73333,10.09047,14.44595,49.73333,85.75039,84.98
49.75,10.09618,14.44186,49.75,85.75129,84.98
49.76667,10.1019,14.43766,49.76667,85.75219,85.01
49.78333,10.10763,14.43338,49.78333,85.75309,84.95
49.8,10.11338,14.42903,49.8,85.754,84.95
49.81667,10.11914,14.42465,49.81667,85.7549,84.98
49.83333,10.12491,14.42026,49.83333,85.75581,84.88
49.85,10.13069,14.41589,49.85,85.75671,84.94
49.86667,10.13648,14.41157,49.86667,85.75762,84.99
49.88333,10.14229,14.40733,49.88333,85.75851,85
49.9,10.1481,14.4032,49.9,85.7594,85.02
49.91667,10.15393,14.39922,49.91667,85.76028,85.05
49.93333,10.15977,14.39543,49.93333,85.76117,85.06
49.95,10.16562,14.39186,49.95,85.76204,85.07
49.96667,10.17149,14.38856,49.96667,85.76291,85.12
49.98333,10.17737,14.38555,49.98333,85.76378,85.16
50,10.18326,14.38286,50,85.76465,85.14
